alert_id,symbol,ts_entry,entry_price,direction,stop_price,target_price,risk,reward,rr_ratio,hold_minutes,logic_type,status
2067,NQM6.CME@RITHMIC,2026-05-05T05:29:51.778Z,27835.15,SHORT,27836.25,27833.55,1.1,1.6,1.45,26,Phase1_Absorption,LOSS
2068,ESM6.CME@RITHMIC,2026-05-05T05:30:19.559Z,7240.35,SHORT,7241.0,7239.95,0.65,0.4,0.62,12,Phase1_Absorption,WIN
2069,ESM6.CME@RITHMIC,2026-05-05T05:31:21.984Z,7240.15,LONG,7239.5,7240.55,0.65,0.4,0.62,18,Phase1_Absorption,WIN
2070,ESM6.CME@RITHMIC,2026-05-05T05:31:36.870Z,7239.65,LONG,7239.0,7240.05,0.65,0.4,0.62,15,Phase1_Absorption,LOSS
2071,NQM6.CME@RITHMIC,2026-05-05T05:32:15.637Z,27832.88,LONG,27832.0,27833.88,0.88,1.0,1.14,12,Phase1_Absorption,WIN
2072,NQM6.CME@RITHMIC,2026-05-05T05:32:18.176Z,27832.72,LONG,27832.0,27833.32,0.72,0.6,0.83,26,Phase1_Absorption,WIN
2073,NQM6.CME@RITHMIC,2026-05-05T05:32:20.769Z,27832.38,LONG,27831.5,27833.38,0.88,1.0,1.14,6,Phase1_Absorption,WIN
2074,NQM6.CME@RITHMIC,2026-05-05T05:32:20.868Z,27831.53,LONG,27830.5,27832.93,1.03,1.4,1.37,8,Phase1_Absorption,WIN
2075,NQM6.CME@RITHMIC,2026-05-05T05:32:22.165Z,27830.6,LONG,27829.5,27832.2,1.1,1.6,1.45,26,Phase1_Absorption,WIN
2076,NQM6.CME@RITHMIC,2026-05-05T05:32:22.520Z,27829.88,LONG,27829.0,27830.88,0.88,1.0,1.14,13,Phase1_Absorption,WIN
2077,ESM6.CME@RITHMIC,2026-05-05T05:32:26.880Z,7238.9,LONG,7238.25,7239.3,0.65,0.4,0.62,21,Phase1_Absorption,WIN
2078,ESM6.CME@RITHMIC,2026-05-05T05:32:26.881Z,7238.9,LONG,7238.25,7239.3,0.65,0.4,0.62,10,Phase1_Absorption,WIN
2079,ESM6.CME@RITHMIC,2026-05-05T05:32:29.683Z,7238.65,LONG,7238.0,7239.05,0.65,0.4,0.62,19,Phase1_Absorption,WIN
2080,NQM6.CME@RITHMIC,2026-05-05T05:32:30.911Z,27827.38,SHORT,27828.25,27826.38,0.88,1.0,1.14,14,Phase1_Absorption,WIN
2081,NQM6.CME@RITHMIC,2026-05-05T05:32:30.925Z,27825.55,LONG,27824.75,27826.35,0.8,0.8,1.0,23,Phase1_Absorption,WIN
2082,NQM6.CME@RITHMIC,2026-05-05T05:32:35.320Z,27826.47,SHORT,27827.5,27825.07,1.03,1.4,1.37,8,Phase1_Absorption,TIMEOUT
2083,NQM6.CME@RITHMIC,2026-05-05T05:32:48.266Z,27825.53,LONG,27824.5,27826.93,1.03,1.4,1.37,15,Phase1_Absorption,WIN
2084,NQM6.CME@RITHMIC,2026-05-05T05:32:51.557Z,27826.22,SHORT,27827.25,27824.82,1.03,1.4,1.37,25,Phase1_Absorption,WIN
2085,NQM6.CME@RITHMIC,2026-05-05T05:32:51.557Z,27827.38,SHORT,27828.25,27826.38,0.88,1.0,1.14,10,Phase1_Absorption,WIN
2086,NQM6.CME@RITHMIC,2026-05-05T05:32:51.559Z,27827.7,SHORT,27828.5,27826.9,0.8,0.8,1.0,27,Phase1_Absorption,WIN
2087,NQM6.CME@RITHMIC,2026-05-05T05:32:51.565Z,27828.28,SHORT,27829.0,27827.68,0.72,0.6,0.83,19,Phase1_Absorption,WIN
2088,NQM6.CME@RITHMIC,2026-05-05T05:32:51.573Z,27828.88,SHORT,27829.75,27827.88,0.88,1.0,1.14,16,Phase1_Absorption,WIN
2089,NQM6.CME@RITHMIC,2026-05-05T05:32:51.573Z,27829.53,SHORT,27830.25,27828.93,0.72,0.6,0.83,28,Phase1_Absorption,WIN
2090,NQM6.CME@RITHMIC,2026-05-05T05:32:51.574Z,27829.78,SHORT,27830.5,27829.18,0.72,0.6,0.83,10,Phase1_Absorption,TIMEOUT
2091,NQM6.CME@RITHMIC,2026-05-05T05:32:51.574Z,27830.28,SHORT,27831.0,27829.68,0.72,0.6,0.83,30,Phase1_Absorption,WIN
2092,NQM6.CME@RITHMIC,2026-05-05T05:32:51.608Z,27827.83,LONG,27825.75,27832.03,2.08,4.2,2.02,18,Phase1_Absorption,WIN
2093,NQM6.CME@RITHMIC,2026-05-05T05:32:51.613Z,27826.15,LONG,27825.5,27826.55,0.65,0.4,0.62,17,Phase1_Absorption,TIMEOUT
2094,ESM6.CME@RITHMIC,2026-05-05T05:32:54.895Z,7239.35,SHORT,7240.0,7238.95,0.65,0.4,0.62,18,Phase1_Absorption,LOSS
2095,ESM6.CME@RITHMIC,2026-05-05T05:32:54.935Z,7239.15,LONG,7238.5,7239.55,0.65,0.4,0.62,18,Phase1_Absorption,LOSS
2096,ESM6.CME@RITHMIC,2026-05-05T05:33:08.907Z,7239.6,SHORT,7240.25,7239.2,0.65,0.4,0.62,25,Phase1_Absorption,TIMEOUT
2097,ESM6.CME@RITHMIC,2026-05-05T05:33:08.908Z,7239.85,SHORT,7240.5,7239.45,0.65,0.4,0.62,6,Phase1_Absorption,WIN
2098,ESM6.CME@RITHMIC,2026-05-05T05:33:24.198Z,7240.35,SHORT,7241.0,7239.95,0.65,0.4,0.62,6,Phase1_Absorption,WIN
2099,NQM6.CME@RITHMIC,2026-05-05T05:33:28.247Z,27834.38,LONG,27833.5,27835.38,0.88,1.0,1.14,26,Phase1_Absorption,LOSS
2100,NQM6.CME@RITHMIC,2026-05-05T05:33:31.897Z,27834.53,LONG,27833.5,27835.93,1.03,1.4,1.37,6,Phase1_Absorption,LOSS
2101,NQM6.CME@RITHMIC,2026-05-05T05:34:03.649Z,27834.55,LONG,27833.0,27837.35,1.55,2.8,1.81,26,Phase1_Absorption,WIN
2102,NQM6.CME@RITHMIC,2026-05-05T05:34:11.063Z,27834.08,LONG,27832.75,27836.28,1.33,2.2,1.66,23,Phase1_Absorption,WIN
2103,NQM6.CME@RITHMIC,2026-05-05T05:34:18.960Z,27836.7,LONG,27835.75,27837.9,0.95,1.2,1.26,12,Phase1_Absorption,LOSS
2104,NQM6.CME@RITHMIC,2026-05-05T05:34:20.349Z,27836.55,LONG,27835.75,27837.35,0.8,0.8,1.0,18,Phase1_Absorption,TIMEOUT
2105,NQM6.CME@RITHMIC,2026-05-05T05:34:20.350Z,27835.8,LONG,27835.0,27836.6,0.8,0.8,1.0,30,Phase1_Absorption,TIMEOUT
2106,NQM6.CME@RITHMIC,2026-05-05T05:34:22.748Z,27835.88,LONG,27835.0,27836.88,0.88,1.0,1.14,23,Phase1_Absorption,TIMEOUT
2107,NQM6.CME@RITHMIC,2026-05-05T05:34:52.131Z,27838.75,SHORT,27840.0,27836.75,1.25,2.0,1.6,21,Phase1_Absorption,TIMEOUT
2108,NQM6.CME@RITHMIC,2026-05-05T05:34:55.254Z,27840.25,SHORT,27841.5,27838.25,1.25,2.0,1.6,8,Phase1_Absorption,TIMEOUT
2109,NQM6.CME@RITHMIC,2026-05-05T05:34:56.310Z,27842.72,SHORT,27844.5,27839.32,1.78,3.4,1.92,16,Phase1_Absorption,LOSS
2110,ESM6.CME@RITHMIC,2026-05-05T05:34:56.323Z,7241.52,SHORT,7242.25,7240.92,0.73,0.6,0.83,19,Phase1_Absorption,WIN
2111,NQM6.CME@RITHMIC,2026-05-05T05:34:56.336Z,27843.95,SHORT,27845.5,27841.15,1.55,2.8,1.81,26,Phase1_Absorption,WIN
2112,ESM6.CME@RITHMIC,2026-05-05T05:34:56.347Z,7241.77,SHORT,7242.5,7241.17,0.73,0.6,0.83,28,Phase1_Absorption,LOSS
2113,NQM6.CME@RITHMIC,2026-05-05T05:34:56.359Z,27845.92,SHORT,27847.25,27843.72,1.33,2.2,1.66,18,Phase1_Absorption,TIMEOUT
2114,NQM6.CME@RITHMIC,2026-05-05T05:34:56.360Z,27846.78,SHORT,27847.5,27846.18,0.72,0.6,0.83,24,Phase1_Absorption,WIN
2115,NQM6.CME@RITHMIC,2026-05-05T05:34:56.361Z,27847.35,SHORT,27848.0,27846.95,0.65,0.4,0.62,25,Phase1_Absorption,WIN
2116,NQM6.CME@RITHMIC,2026-05-05T05:34:56.438Z,27848.65,SHORT,27849.75,27847.05,1.1,1.6,1.45,10,Phase1_Absorption,WIN
2117,NQM6.CME@RITHMIC,2026-05-05T05:34:56.441Z,27848.83,SHORT,27850.0,27847.03,1.17,1.8,1.53,11,Phase1_Absorption,TIMEOUT
2118,ESM6.CME@RITHMIC,2026-05-05T05:35:02.628Z,7242.6,SHORT,7243.25,7242.2,0.65,0.4,0.62,17,Phase1_Absorption,TIMEOUT
2119,NQM6.CME@RITHMIC,2026-05-05T05:35:05.268Z,27850.55,SHORT,27851.5,27849.35,0.95,1.2,1.26,30,Phase1_Absorption,WIN
2120,NQM6.CME@RITHMIC,2026-05-05T05:35:05.343Z,27850.95,SHORT,27851.75,27850.15,0.8,0.8,1.0,23,Phase1_Absorption,LOSS
2121,NQM6.CME@RITHMIC,2026-05-05T05:35:09.578Z,27849.9,LONG,27849.25,27850.3,0.65,0.4,0.62,17,Phase1_Absorption,TIMEOUT
2122,NQM6.CME@RITHMIC,2026-05-05T05:35:10.229Z,27849.38,LONG,27848.5,27850.38,0.88,1.0,1.14,19,Phase1_Absorption,WIN
2123,NQM6.CME@RITHMIC,2026-05-05T05:35:11.507Z,27848.5,LONG,27847.25,27850.5,1.25,2.0,1.6,14,Phase1_Absorption,WIN
2124,NQM6.CME@RITHMIC,2026-05-05T05:35:18.505Z,27848.65,LONG,27847.25,27851.05,1.4,2.4,1.71,22,Phase1_Absorption,LOSS
2125,NQM6.CME@RITHMIC,2026-05-05T05:35:27.372Z,27849.38,SHORT,27850.25,27848.38,0.88,1.0,1.14,21,Phase1_Absorption,WIN
2126,NQM6.CME@RITHMIC,2026-05-05T05:35:27.560Z,27850.12,SHORT,27851.0,27849.12,0.88,1.0,1.14,10,Phase1_Absorption,LOSS
2127,NQM6.CME@RITHMIC,2026-05-05T05:35:27.560Z,27850.62,SHORT,27851.5,27849.62,0.88,1.0,1.14,11,Phase1_Absorption,WIN
2128,NQM6.CME@RITHMIC,2026-05-05T05:35:34.945Z,27851.08,SHORT,27852.25,27849.28,1.17,1.8,1.53,9,Phase1_Absorption,WIN
2129,NQM6.CME@RITHMIC,2026-05-05T05:35:34.946Z,27851.5,SHORT,27852.75,27849.5,1.25,2.0,1.6,26,Phase1_Absorption,WIN
2130,NQM6.CME@RITHMIC,2026-05-05T05:35:34.947Z,27852.45,SHORT,27853.25,27851.65,0.8,0.8,1.0,24,Phase1_Absorption,TIMEOUT
2131,NQM6.CME@RITHMIC,2026-05-05T05:35:35.426Z,27852.62,SHORT,27853.5,27851.62,0.88,1.0,1.14,10,Phase1_Absorption,TIMEOUT
2132,NQM6.CME@RITHMIC,2026-05-05T05:35:35.426Z,27852.62,SHORT,27853.5,27851.62,0.88,1.0,1.14,12,Phase1_Absorption,WIN
2133,NQM6.CME@RITHMIC,2026-05-05T05:35:49.828Z,27850.5,LONG,27849.25,27852.5,1.25,2.0,1.6,26,Phase1_Absorption,WIN
2134,NQM6.CME@RITHMIC,2026-05-05T05:35:49.828Z,27849.65,LONG,27849.0,27850.05,0.65,0.4,0.62,20,Phase1_Absorption,TIMEOUT
2135,ESM6.CME@RITHMIC,2026-05-05T05:35:52.824Z,7242.9,LONG,7242.25,7243.3,0.65,0.4,0.62,16,Phase1_Absorption,LOSS
2136,ESM6.CME@RITHMIC,2026-05-05T05:35:53.686Z,7242.65,LONG,7242.0,7243.05,0.65,0.4,0.62,5,Phase1_Absorption,WIN
2137,ESM6.CME@RITHMIC,2026-05-05T05:35:54.231Z,7242.4,LONG,7241.75,7242.8,0.65,0.4,0.62,10,Phase1_Absorption,WIN
2138,NQM6.CME@RITHMIC,2026-05-05T05:36:00.582Z,27846.8,LONG,27846.0,27847.6,0.8,0.8,1.0,16,Phase1_Absorption,WIN
2139,NQM6.CME@RITHMIC,2026-05-05T05:36:08.323Z,27848.3,LONG,27847.5,27849.1,0.8,0.8,1.0,24,Phase1_Absorption,TIMEOUT
2140,NQM6.CME@RITHMIC,2026-05-05T05:36:20.193Z,27847.7,LONG,27846.75,27848.9,0.95,1.2,1.26,30,Phase1_Absorption,TIMEOUT
2141,NQM6.CME@RITHMIC,2026-05-05T05:36:42.739Z,27845.67,LONG,27844.5,27847.47,1.17,1.8,1.53,15,Phase1_Absorption,LOSS
2142,NQM6.CME@RITHMIC,2026-05-05T05:36:42.874Z,27845.25,LONG,27844.0,27847.25,1.25,2.0,1.6,21,Phase1_Absorption,LOSS
2143,NQM6.CME@RITHMIC,2026-05-05T05:38:30.383Z,27844.38,LONG,27843.5,27845.38,0.88,1.0,1.14,16,Phase1_Absorption,WIN
2144,NQM6.CME@RITHMIC,2026-05-05T05:38:30.386Z,27844.72,LONG,27844.0,27845.32,0.72,0.6,0.83,11,Phase1_Absorption,WIN
2145,ESM6.CME@RITHMIC,2026-05-05T05:38:40.717Z,7241.15,LONG,7240.5,7241.55,0.65,0.4,0.62,10,Phase1_Absorption,WIN
2146,NQM6.CME@RITHMIC,2026-05-05T05:38:40.717Z,27844.03,LONG,27843.0,27845.43,1.03,1.4,1.37,21,Phase1_Absorption,WIN
2147,NQM6.CME@RITHMIC,2026-05-05T05:38:42.463Z,27843.72,LONG,27843.0,27844.32,0.72,0.6,0.83,19,Phase1_Absorption,WIN
2148,NQM6.CME@RITHMIC,2026-05-05T05:38:42.464Z,27843.47,LONG,27842.75,27844.07,0.72,0.6,0.83,18,Phase1_Absorption,TIMEOUT
2149,NQM6.CME@RITHMIC,2026-05-05T05:38:49.937Z,27843.15,LONG,27842.5,27843.55,0.65,0.4,0.62,17,Phase1_Absorption,TIMEOUT
2150,NQM6.CME@RITHMIC,2026-05-05T05:38:53.596Z,27843.22,LONG,27842.5,27843.82,0.72,0.6,0.83,23,Phase1_Absorption,WIN
2151,NQM6.CME@RITHMIC,2026-05-05T05:38:53.613Z,27843.3,LONG,27842.5,27844.1,0.8,0.8,1.0,29,Phase1_Absorption,WIN
2152,NQM6.CME@RITHMIC,2026-05-05T05:38:54.514Z,27843.62,LONG,27842.75,27844.62,0.88,1.0,1.14,22,Phase1_Absorption,WIN
2153,NQM6.CME@RITHMIC,2026-05-05T05:38:54.529Z,27843.8,LONG,27843.0,27844.6,0.8,0.8,1.0,26,Phase1_Absorption,WIN
2154,NQM6.CME@RITHMIC,2026-05-05T05:38:54.573Z,27845.78,SHORT,27846.5,27845.18,0.72,0.6,0.83,14,Phase1_Absorption,LOSS
2155,NQM6.CME@RITHMIC,2026-05-05T05:38:54.582Z,27845.95,SHORT,27846.75,27845.15,0.8,0.8,1.0,23,Phase1_Absorption,WIN
2156,ESM6.CME@RITHMIC,2026-05-05T05:38:57.716Z,7241.77,SHORT,7242.5,7241.17,0.73,0.6,0.83,18,Phase1_Absorption,LOSS
2157,NQM6.CME@RITHMIC,2026-05-05T05:38:59.125Z,27844.9,LONG,27844.25,27845.3,0.65,0.4,0.62,6,Phase1_Absorption,WIN
2158,ESM6.CME@RITHMIC,2026-05-05T05:39:03.456Z,7241.85,SHORT,7242.5,7241.45,0.65,0.4,0.62,9,Phase1_Absorption,TIMEOUT
2159,ESM6.CME@RITHMIC,2026-05-05T05:39:04.293Z,7242.1,SHORT,7242.75,7241.7,0.65,0.4,0.62,18,Phase1_Absorption,TIMEOUT
2160,ESM6.CME@RITHMIC,2026-05-05T05:39:06.998Z,7242.6,SHORT,7243.25,7242.2,0.65,0.4,0.62,23,Phase1_Absorption,WIN
2161,NQM6.CME@RITHMIC,2026-05-05T05:39:07.024Z,27849.83,SHORT,27851.0,27848.03,1.17,1.8,1.53,17,Phase1_Absorption,TIMEOUT
2162,ESM6.CME@RITHMIC,2026-05-05T05:39:07.036Z,7243.1,SHORT,7243.75,7242.7,0.65,0.4,0.62,18,Phase1_Absorption,LOSS
2163,ESM6.CME@RITHMIC,2026-05-05T05:39:07.100Z,7243.35,SHORT,7244.0,7242.95,0.65,0.4,0.62,28,Phase1_Absorption,WIN
2164,ESM6.CME@RITHMIC,2026-05-05T05:39:39.141Z,7242.65,LONG,7242.0,7243.05,0.65,0.4,0.62,15,Phase1_Absorption,WIN
2165,NQM6.CME@RITHMIC,2026-05-05T05:39:39.146Z,27850.08,LONG,27848.75,27852.28,1.33,2.2,1.66,13,Phase1_Absorption,WIN
2166,NQM6.CME@RITHMIC,2026-05-05T05:39:39.155Z,27849.25,LONG,27848.0,27851.25,1.25,2.0,1.6,15,Phase1_Absorption,LOSS
2167,NQM6.CME@RITHMIC,2026-05-05T05:40:00.083Z,27847.97,LONG,27846.5,27850.57,1.47,2.6,1.76,14,Phase1_Absorption,WIN
2168,NQM6.CME@RITHMIC,2026-05-05T05:40:18.746Z,27847.58,SHORT,27848.75,27845.78,1.17,1.8,1.53,11,Phase1_Absorption,WIN
2169,NQM6.CME@RITHMIC,2026-05-05T05:41:03.406Z,27848.62,LONG,27847.75,27849.62,0.88,1.0,1.14,12,Phase1_Absorption,WIN
2170,NQM6.CME@RITHMIC,2026-05-05T05:41:06.462Z,27848.3,LONG,27847.5,27849.1,0.8,0.8,1.0,11,Phase1_Absorption,WIN
2171,NQM6.CME@RITHMIC,2026-05-05T05:41:28.047Z,27847.6,LONG,27846.5,27849.2,1.1,1.6,1.45,5,Phase1_Absorption,WIN
2172,NQM6.CME@RITHMIC,2026-05-05T05:41:33.827Z,27847.83,LONG,27846.5,27850.03,1.33,2.2,1.66,24,Phase1_Absorption,WIN
2173,NQM6.CME@RITHMIC,2026-05-05T05:41:44.260Z,27849.05,LONG,27848.25,27849.85,0.8,0.8,1.0,6,Phase1_Absorption,WIN
2174,ESM6.CME@RITHMIC,2026-05-05T05:42:18.536Z,7243.02,SHORT,7243.75,7242.42,0.73,0.6,0.83,26,Phase1_Absorption,LOSS
2175,NQM6.CME@RITHMIC,2026-05-05T05:42:37.507Z,27851.2,SHORT,27852.0,27850.4,0.8,0.8,1.0,17,Phase1_Absorption,WIN
2176,NQM6.CME@RITHMIC,2026-05-05T05:42:57.752Z,27848.78,LONG,27847.75,27850.18,1.03,1.4,1.37,16,Phase1_Absorption,WIN
2177,ESM6.CME@RITHMIC,2026-05-05T05:43:20.773Z,7243.35,SHORT,7244.0,7242.95,0.65,0.4,0.62,10,Phase1_Absorption,LOSS
2178,ESM6.CME@RITHMIC,2026-05-05T05:43:51.606Z,7242.73,LONG,7242.0,7243.33,0.73,0.6,0.83,6,Phase1_Absorption,WIN
2179,NQM6.CME@RITHMIC,2026-05-05T05:44:40.459Z,27846.95,LONG,27846.0,27848.15,0.95,1.2,1.26,7,Phase1_Absorption,WIN
2180,ESM6.CME@RITHMIC,2026-05-05T05:44:43.710Z,7242.6,SHORT,7243.25,7242.2,0.65,0.4,0.62,23,Phase1_Absorption,WIN
2181,ESM6.CME@RITHMIC,2026-05-05T05:45:03.194Z,7241.9,LONG,7241.25,7242.3,0.65,0.4,0.62,17,Phase1_Absorption,WIN
2182,ESM6.CME@RITHMIC,2026-05-05T05:45:54.956Z,7242.35,SHORT,7243.0,7241.95,0.65,0.4,0.62,7,Phase1_Absorption,TIMEOUT
2183,NQM6.CME@RITHMIC,2026-05-05T05:46:17.007Z,27843.03,LONG,27842.0,27844.43,1.03,1.4,1.37,18,Phase1_Absorption,WIN
2184,NQM6.CME@RITHMIC,2026-05-05T05:46:23.841Z,27842.72,LONG,27842.0,27843.32,0.72,0.6,0.83,19,Phase1_Absorption,TIMEOUT
2185,NQM6.CME@RITHMIC,2026-05-05T05:46:25.281Z,27842.88,LONG,27842.0,27843.88,0.88,1.0,1.14,22,Phase1_Absorption,TIMEOUT
2186,NQM6.CME@RITHMIC,2026-05-05T05:46:35.254Z,27842.88,LONG,27842.0,27843.88,0.88,1.0,1.14,13,Phase1_Absorption,WIN
2187,ESM6.CME@RITHMIC,2026-05-05T05:46:38.335Z,7242.6,SHORT,7243.25,7242.2,0.65,0.4,0.62,20,Phase1_Absorption,WIN
2188,NQM6.CME@RITHMIC,2026-05-05T05:46:48.363Z,27850.78,SHORT,27851.5,27850.18,0.72,0.6,0.83,17,Phase1_Absorption,WIN
2189,NQM6.CME@RITHMIC,2026-05-05T05:47:09.789Z,27850.42,LONG,27849.25,27852.22,1.17,1.8,1.53,27,Phase1_Absorption,WIN
2190,NQM6.CME@RITHMIC,2026-05-05T05:47:17.134Z,27850.67,LONG,27849.5,27852.47,1.17,1.8,1.53,29,Phase1_Absorption,TIMEOUT
2191,NQM6.CME@RITHMIC,2026-05-05T05:47:17.134Z,27850.5,LONG,27849.25,27852.5,1.25,2.0,1.6,12,Phase1_Absorption,WIN
2192,NQM6.CME@RITHMIC,2026-05-05T05:47:17.134Z,27849.3,LONG,27848.5,27850.1,0.8,0.8,1.0,10,Phase1_Absorption,LOSS
2193,NQM6.CME@RITHMIC,2026-05-05T05:47:17.135Z,27848.8,LONG,27848.0,27849.6,0.8,0.8,1.0,10,Phase1_Absorption,WIN
2194,NQM6.CME@RITHMIC,2026-05-05T05:47:17.135Z,27848.3,LONG,27847.5,27849.1,0.8,0.8,1.0,27,Phase1_Absorption,TIMEOUT
2195,NQM6.CME@RITHMIC,2026-05-05T05:47:17.136Z,27847.8,LONG,27847.0,27848.6,0.8,0.8,1.0,12,Phase1_Absorption,LOSS
2196,NQM6.CME@RITHMIC,2026-05-05T05:47:17.136Z,27847.22,LONG,27846.5,27847.82,0.72,0.6,0.83,27,Phase1_Absorption,WIN
2197,NQM6.CME@RITHMIC,2026-05-05T05:47:17.136Z,27846.8,LONG,27846.0,27847.6,0.8,0.8,1.0,9,Phase1_Absorption,LOSS
2198,NQM6.CME@RITHMIC,2026-05-05T05:47:17.139Z,27845.62,LONG,27844.75,27846.62,0.88,1.0,1.14,20,Phase1_Absorption,WIN
2199,NQM6.CME@RITHMIC,2026-05-05T05:47:17.159Z,27845.45,LONG,27844.5,27846.65,0.95,1.2,1.26,13,Phase1_Absorption,LOSS
2200,NQM6.CME@RITHMIC,2026-05-05T05:47:17.170Z,27847.05,LONG,27846.25,27847.85,0.8,0.8,1.0,7,Phase1_Absorption,WIN
2201,NQM6.CME@RITHMIC,2026-05-05T05:47:33.911Z,27849.67,SHORT,27851.0,27847.47,1.33,2.2,1.66,14,Phase1_Absorption,WIN
2202,NQM6.CME@RITHMIC,2026-05-05T05:47:34.601Z,27850.2,SHORT,27851.75,27847.4,1.55,2.8,1.81,16,Phase1_Absorption,LOSS
2203,NQM6.CME@RITHMIC,2026-05-05T05:47:36.258Z,27851.72,SHORT,27852.75,27850.32,1.03,1.4,1.37,11,Phase1_Absorption,WIN
2204,ESM6.CME@RITHMIC,2026-05-05T05:47:53.954Z,7243.15,LONG,7242.5,7243.55,0.65,0.4,0.62,11,Phase1_Absorption,WIN
2205,NQM6.CME@RITHMIC,2026-05-05T05:48:33.218Z,27843.92,LONG,27842.75,27845.72,1.17,1.8,1.53,24,Phase1_Absorption,WIN
2206,ESM6.CME@RITHMIC,2026-05-05T05:48:59.972Z,7242.85,SHORT,7243.5,7242.45,0.65,0.4,0.62,25,Phase1_Absorption,WIN
2207,NQM6.CME@RITHMIC,2026-05-05T05:49:23.905Z,27847.42,SHORT,27848.75,27845.22,1.33,2.2,1.66,20,Phase1_Absorption,WIN
2208,NQM6.CME@RITHMIC,2026-05-05T05:49:36.197Z,27847.5,SHORT,27848.75,27845.5,1.25,2.0,1.6,12,Phase1_Absorption,TIMEOUT
2209,NQM6.CME@RITHMIC,2026-05-05T05:49:58.425Z,27847.72,SHORT,27848.75,27846.32,1.03,1.4,1.37,28,Phase1_Absorption,LOSS
2210,NQM6.CME@RITHMIC,2026-05-05T05:50:51.879Z,27850.7,SHORT,27851.5,27849.9,0.8,0.8,1.0,24,Phase1_Absorption,WIN
2211,NQM6.CME@RITHMIC,2026-05-05T05:50:55.145Z,27850.7,SHORT,27851.5,27849.9,0.8,0.8,1.0,13,Phase1_Absorption,WIN
2212,NQM6.CME@RITHMIC,2026-05-05T05:51:06.311Z,27849.05,LONG,27848.25,27849.85,0.8,0.8,1.0,14,Phase1_Absorption,TIMEOUT
2213,NQM6.CME@RITHMIC,2026-05-05T05:51:06.421Z,27848.38,LONG,27847.5,27849.38,0.88,1.0,1.14,26,Phase1_Absorption,WIN
2214,NQM6.CME@RITHMIC,2026-05-05T05:51:07.822Z,27847.88,LONG,27847.0,27848.88,0.88,1.0,1.14,28,Phase1_Absorption,TIMEOUT
2215,NQM6.CME@RITHMIC,2026-05-05T05:51:07.823Z,27847.8,LONG,27847.0,27848.6,0.8,0.8,1.0,23,Phase1_Absorption,WIN
2216,NQM6.CME@RITHMIC,2026-05-05T05:51:07.824Z,27847.62,LONG,27846.75,27848.62,0.88,1.0,1.14,17,Phase1_Absorption,LOSS
2217,NQM6.CME@RITHMIC,2026-05-05T05:51:07.824Z,27847.05,LONG,27846.25,27847.85,0.8,0.8,1.0,16,Phase1_Absorption,LOSS
2218,NQM6.CME@RITHMIC,2026-05-05T05:51:07.825Z,27846.72,LONG,27846.0,27847.32,0.72,0.6,0.83,28,Phase1_Absorption,LOSS
2219,NQM6.CME@RITHMIC,2026-05-05T05:51:07.825Z,27846.22,LONG,27845.5,27846.82,0.72,0.6,0.83,6,Phase1_Absorption,WIN
2220,NQM6.CME@RITHMIC,2026-05-05T05:51:07.825Z,27845.45,LONG,27844.5,27846.65,0.95,1.2,1.26,15,Phase1_Absorption,WIN
2221,NQM6.CME@RITHMIC,2026-05-05T05:51:07.826Z,27844.95,LONG,27844.0,27846.15,0.95,1.2,1.26,17,Phase1_Absorption,TIMEOUT
2222,NQM6.CME@RITHMIC,2026-05-05T05:51:07.827Z,27844.22,LONG,27843.5,27844.82,0.72,0.6,0.83,15,Phase1_Absorption,LOSS
2223,ESM6.CME@RITHMIC,2026-05-05T05:51:07.830Z,7243.15,LONG,7242.5,7243.55,0.65,0.4,0.62,30,Phase1_Absorption,WIN
2224,NQM6.CME@RITHMIC,2026-05-05T05:52:01.453Z,27851.38,SHORT,27852.25,27850.38,0.88,1.0,1.14,6,Phase1_Absorption,TIMEOUT
2225,NQM6.CME@RITHMIC,2026-05-05T05:54:14.474Z,27847.2,LONG,27846.25,27848.4,0.95,1.2,1.26,18,Phase1_Absorption,WIN
2226,NQM6.CME@RITHMIC,2026-05-05T05:54:59.784Z,27849.03,SHORT,27849.75,27848.43,0.72,0.6,0.83,8,Phase1_Absorption,WIN
2227,NQM6.CME@RITHMIC,2026-05-05T05:55:06.751Z,27849.03,SHORT,27849.75,27848.43,0.72,0.6,0.83,19,Phase1_Absorption,LOSS
2228,NQM6.CME@RITHMIC,2026-05-05T05:55:30.607Z,27849.28,SHORT,27850.0,27848.68,0.72,0.6,0.83,16,Phase1_Absorption,LOSS
2229,NQM6.CME@RITHMIC,2026-05-05T05:55:30.608Z,27849.53,SHORT,27850.25,27848.93,0.72,0.6,0.83,18,Phase1_Absorption,LOSS
2230,NQM6.CME@RITHMIC,2026-05-05T05:55:41.053Z,27849.62,SHORT,27850.5,27848.62,0.88,1.0,1.14,19,Phase1_Absorption,WIN
2231,NQM6.CME@RITHMIC,2026-05-05T05:56:55.693Z,27852.1,SHORT,27853.5,27849.7,1.4,2.4,1.71,22,Phase1_Absorption,TIMEOUT
2232,NQM6.CME@RITHMIC,2026-05-05T05:56:55.693Z,27852.88,SHORT,27853.75,27851.88,0.88,1.0,1.14,23,Phase1_Absorption,TIMEOUT
2233,NQM6.CME@RITHMIC,2026-05-05T05:56:55.774Z,27853.53,SHORT,27854.25,27852.93,0.72,0.6,0.83,24,Phase1_Absorption,WIN
